"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","Operational"
"77","244.68343919726996","93.96365753912097","0.0087890625","0.010009765625","0.007568359375","2584","0.0005032819916754773","36","0.0005032819916754773","0","0.0005032819916754773","0.0005032819916754773","85:0.003584414415471804;65:0.002164028378671551","85:68;65:68","85:0.003377637027040359;65:0.002277562614841744","0.0087890625","Yes"
"78","177.81970381762073","169.373728127101","0.009521484375","0.00732421875","0.002197265625","2584","0.00032362610311937646","36","0.00032362610311937646","0","0.00032362610311937646","0.00032362610311937646","69:0.0018021717888481448;89:0.002039817541037353","69:68;89:68","69:0.0027127931121669058;89:0.0015181788894076398","0.009521484375","Yes"
"79","132.37252483354337","35.07806336088495","0.096923828125","0.107421875","0.08642578125","2584","0.00041188399175794805","36","0.00041188399175794805","0","0.00041188399175794805","0.00041188399175794805","93:0.002569294511044179;73:0.0025520660791994443","93:68;73:68","93:0.0019891866824572335;73:0.002367189379379131","0.096923828125","Yes"
"80","151.31786902643054","43.432682340937276","0.023681640625","0.036865234375","0.010498046875","2584","0.00032941729747654696","36","0.00032941729747654696","0","0.00032941729747654696","0.00032941729747654696","81:0.005122772092218092","81:68","81:0.003791715272932622","0.023681640625","Yes"
"81","178.85886542898047","179.38039873073893","0.019287109375","0.0205078125","0.01806640625","2584","0.0004094535948443287","36","0.0004094535948443287","0","0.0004094535948443287","0.0004094535948443287","80:0.005122772092218092;76:0.005151258818464399","80:68;82:68;76:68","80:0.003791715272932622;76:0.005536919202426854","0.019287109375","Yes"
"82","5.4550183924917315","6.440762177221647","0.507568359375","0.4404296875","0.57470703125","2584","","36","","0","","","","81:68;83:68","","0.507568359375","Yes"
"83","163.78410235209336","225.5880866934259","0.15234375","0.133056640625","0.171630859375","2584","0.0003085904244928679","36","0.0003085904244928679","0","0.0003085904244928679","0.0003085904244928679","96:0.007812469483528289;84:0.004846807433538269","96:68;82:68;84:68","96:0.0046530096354555905;84:0.0036514173600462607","0.15234375","Yes"
"84","150.78055235991374","149.16101066158015","0.0106201171875","0.015869140625","0.00537109375","2584","0.0005098323604978672","36","0.0005098323604978672","0","0.0005098323604978672","0.0005098323604978672","83:0.004846807433538269;85:0.0038831420126351768","83:68;85:68","83:0.0036514173600462607;85:0.002717874612592097","0.0106201171875","Yes"
"85","134.3504097469546","102.04561976920523","0.005615234375","0.00927734375","0.001953125","2584","0.00025945658004290024","36","0.00025945658004290024","0","0.00025945658004290024","0.00025945658004290024","77:0.003584414415471804;86:0.0027734234074498487;84:0.0038831420126351768","77:68;86:68;84:68","77:0.003377637027040359;86:0.014882411895297876;84:0.002717874612592097","0.005615234375","Yes"
"86","335.78892590645506","58.34941349293328","0.01123046875","0.015869140625","0.006591796875","2584","0.00034334834343139025","36","0.00034334834343139025","0","0.00034334834343139025","0.00034334834343139025","85:0.0027734234074498487;87:0.001959779432514991","85:68;87:68","85:0.014882411895297876;87:0.015788881175537367","0.01123046875","Yes"
"87","156.33106791949012","156.36343311654912","0.0064697265625","0.010986328125","0.001953125","2584","0.0005260972142502922","36","0.0005260972142502922","0","0.0005260972142502922","0.0005260972142502922","86:0.001959779432514991;88:0.002500259892640133;97:0.002349896683458169","86:68;88:68;97:68","86:0.015788881175537367;88:0.005228506217461959;97:0.002329417176430204","0.0064697265625","Yes"
"88","210.0508349875521","141.56826317445538","0.01708984375","0.018310546875","0.015869140625","2584","0.00040495895632162586","36","0.00040495895632162586","0","0.00040495895632162586","0.00040495895632162586","87:0.002500259892640133;89:0.0019191016453526666","87:68;89:68","87:0.005228506217461959;89:0.004359637628990887","0.01708984375","Yes"
"89","257.9790217797262","267.22307896978555","0.0216064453125","0.020263671875","0.02294921875","2584","0.00016620913912101365","36","0.00016620913912101365","0","0.00016620913912101365","0.00016620913912101365","90:0.004083729312084228;88:0.0019191016453526666;78:0.002039817541037353","90:68;88:68;78:68","90:0.00313758020067334;88:0.004359637628990887;78:0.0015181788894076398","0.0216064453125","Yes"
"90","46.91118932452782","62.42603736815176","0.03076171875","0.050048828125","0.011474609375","2584","0.0012514977737112585","36","0.0012514977737112585","0","0.0012514977737112585","0.0012514977737112585","89:0.004083729312084228;91:0.003573883441397696","89:68;91:80","89:0.00313758020067334;91:0.003165651286750365","0.03076171875","Yes"
"91","151.5406942470493","251.47099782746227","0.0733642578125","0.1435546875","0.003173828125","2584","0.0002778825291853292","36","0.0002778825291853292","0","0.0002778825291853292","0.0002778825291853292","98:0.0016536318587921928;90:0.003573883441397696;92:0.0017566979452769693","98:68;90:80;92:68","98:0.0012239303850514194;90:0.003165651286750365;92:0.0022935897649373205","0.0733642578125","Yes"
"92","241.50286457249115","198.87868627668357","0.0166015625","0.013671875","0.01953125","2584","0.0002673438372930823","36","0.0002673438372930823","0","0.0002673438372930823","0.0002673438372930823","91:0.0017566979452769693;93:0.0027764278939591824","91:68;93:68","91:0.0022935897649373205;93:0.002171728436199144","0.0166015625","Yes"
"93","204.40132802634625","151.83008897929923","0.0130615234375","0.0126953125","0.013427734375","2584","0.0002602137500435011","36","0.0002602137500435011","0","0.0002602137500435011","0.0002602137500435011","94:0.0016395267603447894;79:0.002569294511044179;92:0.0027764278939591824","94:68;79:68;92:68","94:0.0020834022168392252;79:0.0019891866824572335;92:0.002171728436199144","0.0130615234375","Yes"
"94","267.94040535981424","190.12033763445473","0.01220703125","0.01318359375","0.01123046875","2584","0.0001407182105355225","36","0.0001407182105355225","0","0.0001407182105355225","0.0001407182105355225","93:0.0016395267603447894;95:0.01188366848832867","93:68;95:68","93:0.0020834022168392252;95:0.007232266886159522","0.01220703125","Yes"
"95","407.0191458821498","483.25990698598","0.0089111328125","0.005859375","0.005859375","2584","0.0007007028213119736","36","0.0007007028213119736","0","0.0007007028213119736","0.0007007028213119736","99:0.10572402072441196;94:0.01188366848832867","99:68;94:68","94:0.007232266886159522","0.0089111328125","Yes"
"96","107.1892352840593","52.59522784802846","0.0247802734375","0.038818359375","0.0107421875","2584","0.000385261822869844","36","0.000385261822869844","0","0.000385261822869844","0.000385261822869844","83:0.007812469483528289;103:0.004034795514846645","83:68;103:68","83:0.0046530096354555905;103:0.0033354305594813505","0.0247802734375","Yes"
"97","262.74715711735183","29.078095155699664","0.015869140625","0.019287109375","0.012451171875","2584","0.00022902111616484113","36","0.00022902111616484113","0","0.00022902111616484113","0.00022902111616484113","87:0.002349896683458169;107:0.0015187030722615957","87:68;107:68","87:0.002329417176430204;107:0.0017565586218868945","0.015869140625","Yes"
"98","261.4846803789144","71.30262071039458","0.0157470703125","0.02392578125","0.007568359375","2584","0.00022346474076237864","36","0.00022346474076237864","0","0.00022346474076237864","0.00022346474076237864","91:0.0016536318587921928;111:0.002224349323627639","91:68;111:68","91:0.0012239303850514194;111:0.0015198710947569027","0.0157470703125","Yes"
"99","170.4620474661002","42.73979421734927","0.0128173828125","0.01708984375","0.008544921875","2584","0.0003797143653950781","36","0.0003797143653950781","0","0.0003797143653950781","0.0003797143653950781","115:0.005098471117919667;95:0.10572402072441196","115:68;95:68","115:0.002810135421106502","0.0128173828125","Yes"
"100","110.95707625200735","83.26973381219464","0.0152587890625","0.020263671875","0.01025390625","2584","0.0015629419553304948","36","0.0015629419553304948","0","0.0015629419553304948","0.0015629419553304948","101:0.0033247963428519878","101:68","101:0.0023889779547651424","0.0152587890625","Yes"
"101","205.1863977447804","97.05971166916561","0.011474609375","0.014892578125","0.008056640625","2584","0.0001823807976456247","36","0.0001823807976456247","0","0.0001823807976456247","0.0001823807976456247","100:0.0033247963428519878;116:0.004729121316071311;102:0.003451526305860486","100:68;116:68;102:68","100:0.0023889779547651424;116:0.004618930425276169;102:0.007585129647684069","0.011474609375","Yes"
"102","108.49883462801903","96.43086069625963","0.044921875","0.04443359375","0.04541015625","2584","0.0006816755908529588","36","0.0006816755908529588","0","0.0006816755908529588","0.0006816755908529588","101:0.003451526305860486;103:0.004118285186677673","101:68;103:68","101:0.007585129647684069;103:0.006726111678328234","0.044921875","Yes"
"103","93.5602181017182","61.76301084997134","0.0147705078125","0.02197265625","0.007568359375","2584","0.0003861989095427144","36","0.0003861989095427144","0","0.0003861989095427144","0.0003861989095427144","104:0.0035631999683586324;96:0.004034795514846645;102:0.004118285186677673","104:68;96:68;102:68","104:0.004173360080465455;96:0.0033354305594813505;102:0.006726111678328234","0.0147705078125","Yes"
"104","268.49912718581425","166.24051527926332","0.0079345703125","0.0078125","0.008056640625","2584","0.00020076502652399564","36","0.00020076502652399564","0","0.00020076502652399564","0.00020076502652399564","103:0.0035631999683586324;105:0.0032897617728006034","103:68;105:68","103:0.004173360080465455;105:0.0016082726491176424","0.0079345703125","Yes"
"105","137.89559731490226","87.33445218882939","0.007080078125","0.01025390625","0.00390625","2584","0.00022056465709308746","36","0.00022056465709308746","0","0.00022056465709308746","0.00022056465709308746","104:0.0032897617728006034;106:0.0039060177180068045;117:0.004682220399994136","104:68;106:68;117:68","104:0.0016082726491176424;106:0.00421851560660913;117:0.005105189003845212","0.007080078125","Yes"
"106","29.34872251164794","41.147144352792054","0.0252685546875","0.04443359375","0.006103515625","2584","0.0011481991183803079","36","0.0011481991183803079","0","0.0011481991183803079","0.0011481991183803079","107:0.0044762524968552375;105:0.0039060177180068045","107:68;105:68","107:0.003816845388805279;105:0.00421851560660913","0.0252685546875","Yes"
"107","232.5785899147615","301.43735669009186","0.0230712890625","0.021240234375","0.02490234375","2584","0.0002854980303902173","36","0.0002854980303902173","0","0.0002854980303902173","0.0002854980303902173","106:0.0044762524968552375;108:0.0030888007658511907;97:0.0015187030722615957","106:68;108:68;97:68","106:0.003816845388805279;108:0.002572933693218704;97:0.0017565586218868945","0.0230712890625","Yes"
"108","55.79370603857611","60.25359073078614","0.014892578125","0.023193359375","0.006591796875","2584","0.001696298563172351","36","0.001696298563172351","0","0.001696298563172351","0.001696298563172351","107:0.0030888007658511907;109:0.003170110259456599","107:68;109:68","107:0.002572933693218704;109:0.00294594982715099","0.014892578125","Yes"
"109","237.2552754466982","115.28157869675219","0.006103515625","0.00732421875","0.0048828125","2584","0.00023932714041665227","36","0.00023932714041665227","0","0.00023932714041665227","0.00023932714041665227","108:0.003170110259456599;110:0.0013216012824139034;118:0.0033033930614746743","108:68;110:68;118:68","108:0.00294594982715099;110:0.0018198491038078912;118:0.0033025825936633946","0.006103515625","Yes"
"110","202.59250773968807","156.7156834480484","0.0098876953125","0.009765625","0.010009765625","2584","0.0004860476046322325","36","0.0004860476046322325","0","0.0004860476046322325","0.0004860476046322325","109:0.0013216012824139034;111:0.0019530395077050622","109:68;111:68","109:0.0018198491038078912;111:0.0015562719730389252","0.0098876953125","Yes"
"111","199.11660582107618","135.94191561406817","0.017822265625","0.017578125","0.01806640625","2584","0.0003803459839591575","36","0.0003803459839591575","0","0.0003803459839591575","0.0003803459839591575","112:0.0016601776052048434;110:0.0019530395077050622;98:0.002224349323627639","112:68;110:68;98:68","112:0.002341267183105039;110:0.0015562719730389252;98:0.0015198710947569027","0.017822265625","Yes"
"112","163.7518067538771","112.69230258420369","0.0069580078125","0.00537109375","0.005859375","2584","0.00023965198068227246","36","0.00023965198068227246","0","0.00023965198068227246","0.00023965198068227246","111:0.0016601776052048434","111:68;113:68","111:0.002341267183105039;113:0.0018219352548606293","0.0069580078125","Yes"
"113","127.84039153205715","89.48945599617846","0.3131103515625","0.505859375","0.120361328125","2584","","36","","0","","","","119:68;112:68;114:68","112:0.0018219352548606293","0.3131103515625","Yes"
"114","297.6533102534365","216.0685619873737","0.00537109375","0.0068359375","0.00390625","2584","0.0003444127556743909","36","0.0003444127556743909","0","0.0003444127556743909","0.0003444127556743909","115:0.018476380210474624","115:68;113:68","115:0.03851079637521351","0.00537109375","Yes"
"115","198.2450627219412","67.91674870728355","0.020751953125","0.03125","0.01025390625","2584","0.0003213795812911369","36","0.0003213795812911369","0","0.0003213795812911369","0.0003213795812911369","99:0.005098471117919667;114:0.018476380210474624","99:68;114:68","99:0.002810135421106502;114:0.03851079637521351","0.020751953125","Yes"
"116","79.93707526337253","47.41674787620726","0.0235595703125","0.025634765625","0.021484375","2584","0.0010172696356638663","36","0.0010172696356638663","0","0.0010172696356638663","0.0010172696356638663","101:0.004729121316071311;121:0.0031038659883617647","101:68;121:68","101:0.004618930425276169;121:0.0022802851328880824","0.0235595703125","Yes"
"117","198.4309048935851","21.438600814254062","0.007568359375","0.01416015625","0.0009765625","2584","0.0006626034113910176","36","0.0006626034113910176","0","0.0006626034113910176","0.0006626034113910176","105:0.004682220399994136;125:0.004355341581801148","105:68;125:68","105:0.005105189003845212;125:0.0026035865469708763","0.007568359375","Yes"
"118","201.48792914337932","33.45271546272407","0.00732421875","0.011474609375","0.003173828125","2584","0.0001626803443143148","36","0.0001626803443143148","0","0.0001626803443143148","0.0001626803443143148","109:0.0033033930614746743;129:0.0031818130562902835","109:68;129:68","109:0.0033025825936633946","0.00732421875","Yes"
"119","181.5508653595751","75.6274732378708","0.17822265625","0.3388671875","0.017578125","2584","","36","","0","","","133:0.1515090147294811","113:68;133:68","133:0.08213495892212833","0.17822265625","Yes"
"120","171.50483729254532","66.98147098948685","0.009033203125","0.01220703125","0.005859375","2584","0.0003449632909757738","36","0.0003449632909757738","0","0.0003449632909757738","0.0003449632909757738","121:0.001991827306935895","121:68","121:0.0016464459689720934","0.009033203125","Yes"
"121","180.56589070713886","200.5363444180707","0.030029296875","0.036865234375","0.023193359375","2584","0.00037050076750896866","36","0.00037050076750896866","0","0.00037050076750896866","0.00037050076750896866","120:0.001991827306935895;122:0.0036030586930981545;116:0.0031038659883617647","120:68;122:80;116:68","120:0.0016464459689720934;122:0.0033859455060525623;116:0.0022802851328880824","0.030029296875","Yes"
"122","214.40711692723454","25.660325657019534","0.0115966796875","0.017578125","0.005615234375","2584","0.00031064905481178903","36","0.00031064905481178903","0","0.00031064905481178903","0.00031064905481178903","121:0.0036030586930981545;123:0.002106899901970799","121:80;123:68","121:0.0033859455060525623;123:0.003634279652253297","0.0115966796875","Yes"
"123","107.01913070579813","70.86344326198933","0.018310546875","0.0126953125","0.02392578125","2584","0.0003773649519516482","36","0.0003773649519516482","0","0.0003773649519516482","0.0003773649519516482","136:0.0027090194089245956;124:0.0016604563639358583;122:0.002106899901970799","136:68;124:68;122:68","136:0.003637349122858319;124:0.00264369827317551;122:0.003634279652253297","0.018310546875","Yes"
"124","155.43672833304456","114.06900310852738","0.0086669921875","0.014404296875","0.0029296875","2584","0.0004601705239619893","36","0.0004601705239619893","0","0.0004601705239619893","0.0004601705239619893","123:0.0016604563639358583;125:0.003848168683086961","123:68;125:68","123:0.00264369827317551;125:0.0019069278119625555","0.0086669921875","Yes"
"125","189.45584750236657","59.94287950447257","0.013671875","0.021240234375","0.006103515625","2584","0.0006158819530720366","36","0.0006158819530720366","0","0.0006158819530720366","0.0006158819530720366","117:0.004355341581801148;124:0.003848168683086961;126:0.004561952841551198","117:68;124:68;126:68","117:0.0026035865469708763;124:0.0019069278119625555;126:0.002256046750717472","0.013671875","Yes"
"126","162.8883088376774","26.103320155194993","0.0185546875","0.034423828125","0.002685546875","2584","0.0005986185180714675","36","0.0005986185180714675","0","0.0005986185180714675","0.0005986185180714675","127:0.003300111858792948;125:0.004561952841551198","127:68;125:68","127:0.0028780951911255015;125:0.002256046750717472","0.0185546875","Yes"
"127","130.85355835408612","16.98087307014905","0.0262451171875","0.02978515625","0.022705078125","2584","0.0002873693873589519","36","0.0002873693873589519","0","0.0002873693873589519","0.0002873693873589519","126:0.003300111858792948;128:0.001899039819877213;137:0.0020139757701662653","126:68;128:68;137:68","126:0.0028780951911255015;128:0.0021535621189180953;137:0.0018840372775121295","0.0262451171875","Yes"
"128","272.296735072108","266.3130112740349","0.009521484375","0.009033203125","0.010009765625","2584","0.00043852752239746846","36","0.00043852752239746846","0","0.00043852752239746846","0.00043852752239746846","127:0.001899039819877213;129:0.002285712746299212","127:68;129:68","127:0.0021535621189180953;129:0.0034235478743718795","0.009521484375","Yes"
"129","229.18718309542453","19.532997797565326","0.0184326171875","0.03662109375","0.01220703125","2584","0.00018016146425479398","36","0.00018016146425479398","0","0.00018016146425479398","0.00018016146425479398","128:0.002285712746299212;118:0.0031818130562902835","130:68;128:68;118:68","128:0.0034235478743718795","0.0184326171875","Yes"
"130","322.9729925580698","16.288825214895343","0.4952392578125","0.494140625","0.496337890625","2584","","36","","0","","","","129:68;131:68","","0.4952392578125","Yes"
"131","194.9736956043837","132.55410888703588","0.010986328125","0.013427734375","0.008544921875","2584","0.00025967192350642417","36","0.00025967192350642417","0","0.00025967192350642417","0.00025967192350642417","138:0.002118889385301609;132:0.00142065376073644","138:68;130:68;132:68","138:0.001644637372532981;132:0.002176582581141312","0.010986328125","Yes"
"132","410.51822406295923","113.4890074396076","0.008544921875","0.008056640625","0.009033203125","2584","0.00022125440290194607","36","0.00022125440290194607","0","0.00022125440290194607","0.00022125440290194607","133:0.0019275412879393716;131:0.00142065376073644","133:68;131:68","133:0.0022186515481450453;131:0.002176582581141312","0.008544921875","Yes"
"133","255.86032384365356","204.86865537631206","0.0096435546875","0.01025390625","0.009033203125","2584","0.00026903659202157256","36","0.00026903659202157256","0","0.00026903659202157256","0.00026903659202157256","132:0.0019275412879393716;134:0.007301827658936888;119:0.1515090147294811","132:68;134:80;119:68","132:0.0022186515481450453;134:0.0061888840892768415;119:0.08213495892212833","0.0096435546875","Yes"
"134","394.10392014304114","180.24519731295118","0.0037841796875","0.004150390625","0.00341796875","2584","0.0001991465502539076","36","0.0001991465502539076","0","0.0001991465502539076","0.0001991465502539076","133:0.007301827658936888;135:0.0014269231648567915","133:80;135:68","133:0.0061888840892768415;135:0.0016658020166196164","0.0037841796875","Yes"
"135","245.86442462940806","92.69889062834214","0.02587890625","0.022705078125","0.029052734375","2584","0.0001458381574477943","36","0.0001458381574477943","0","0.0001458381574477943","0.0001458381574477943","134:0.0014269231648567915;139:0.001188899339927968","134:68;139:68","134:0.0016658020166196164;139:0.0013840615127345135","0.02587890625","Yes"
"136","266.76851199138315","20.268753222445657","0.0067138671875","0.009765625","0.003662109375","2584","0.00040207926706700134","36","0.00040207926706700134","0","0.00040207926706700134","0.00040207926706700134","123:0.0027090194089245956;143:0.002234337785293","123:68;143:68","123:0.003637349122858319;143:0.002491934344711899","0.0067138671875","Yes"
"137","113.49860736041497","65.44865754418501","0.03173828125","0.034423828125","0.029052734375","2584","0.0005859614013665737","36","0.0005859614013665737","0","0.0005859614013665737","0.0005859614013665737","147:0.0025618239346352767;127:0.0020139757701662653","147:68;127:68","147:0.006253395449270144;127:0.0018840372775121295","0.03173828125","Yes"
"138","295.6588430981931","165.74467205412884","0.0067138671875","0.009765625","0.003662109375","2584","0.0003826270475822992","36","0.0003826270475822992","0","0.0003826270475822992","0.0003826270475822992","151:0.0027432161191184024;131:0.002118889385301609","151:68;131:68","151:0.0027016245246155313;131:0.001644637372532981","0.0067138671875","Yes"
"139","74.53608328672522","91.97292013955231","0.005615234375","0.009033203125","0.002197265625","2584","0.00016522201175030163","36","0.00016522201175030163","0","0.00016522201175030163","0.00016522201175030163","155:0.0020216945573086342;135:0.001188899339927968","155:80;135:68","155:0.0018465011598325365;135:0.0013840615127345135","0.005615234375","Yes"
"140","197.41085855852154","55.44033090215784","0.006591796875","0.008056640625","0.005126953125","2584","0.00037397018876037766","36","0.00037397018876037766","0","0.00037397018876037766","0.00037397018876037766","141:0.002769859334038699","141:68","141:0.003149719308623261","0.006591796875","Yes"
"141","265.00176624944254","223.01895857572276","0.005859375","0.010498046875","0.001220703125","2584","0.0004336972728847158","36","0.0004336972728847158","0","0.0004336972728847158","0.0004336972728847158","140:0.002769859334038699;142:0.0016882253213331422","140:68;142:68","140:0.003149719308623261;142:0.001832255914731934","0.005859375","Yes"
"142","158.09363775373888","122.67276408309307","0.009521484375","0.01171875","0.00732421875","2584","0.0003491956530415789","36","0.0003491956530415789","0","0.0003491956530415789","0.0003491956530415789","143:0.0038403382071935943;141:0.0016882253213331422","143:68;141:68","143:0.002754106327116951;141:0.001832255914731934","0.009521484375","Yes"
"143","127.5729006964565","52.05371503678879","0.0201416015625","0.03076171875","0.009521484375","2584","0.00048737468624900283","36","0.00048737468624900283","0","0.00048737468624900283","0.00048737468624900283","142:0.0038403382071935943;144:0.0031518010703685817;136:0.002234337785293","142:68;144:68;136:68","142:0.002754106327116951;144:0.002699543498299012;136:0.002491934344711899","0.0201416015625","Yes"
"144","96.41905632402478","29.42785614779983","0.01611328125","0.01904296875","0.01318359375","2584","0.0007270273066349262","36","0.0007270273066349262","0","0.0007270273066349262","0.0007270273066349262","145:0.00425372873505217;143:0.0031518010703685817","145:68;143:68","145:0.016904843586360213;143:0.002699543498299012","0.01611328125","Yes"
"145","165.04030268959016","140.3705529632719","0.0283203125","0.026611328125","0.030029296875","2584","0.00020626797451328395","36","0.00020626797451328395","0","0.00020626797451328395","0.00020626797451328395","144:0.00425372873505217;146:0.0028870753914004843","144:68;146:68","144:0.016904843586360213;146:0.011719085449526323","0.0283203125","Yes"
"146","172.1164212715377","62.67236935026306","0.008544921875","0.00634765625","0.00341796875","2584","0.000913986397718536","36","0.000913986397718536","0","0.000913986397718536","0.000913986397718536","145:0.0028870753914004843;147:0.003280904095371573","145:68;147:68","145:0.011719085449526323;147:0.0024857296382557736","0.008544921875","Yes"
"147","199.98564692519125","84.03205413219807","0.004638671875","0.007080078125","0.002197265625","2584","0.00018131304227926272","36","0.00018131304227926272","0","0.00018131304227926272","0.00018131304227926272","148:0.0016555541536069363;137:0.0025618239346352767;146:0.003280904095371573","148:68;137:68;146:68","148:0.0019262538838163146;137:0.006253395449270144;146:0.0024857296382557736","0.004638671875","Yes"
"148","280.35237483720255","106.06615232619595","0.007080078125","0.009033203125","0.005126953125","2584","0.00021390592240294154","36","0.00021390592240294154","0","0.00021390592240294154","0.00021390592240294154","147:0.0016555541536069363;149:0.0014203200716229325","147:68;149:68","147:0.0019262538838163146;149:0.0014787793679241212","0.007080078125","Yes"
"149","145.0385327123431","90.59792370594333","0.0047607421875","0.007080078125","0.00244140625","2584","0.00015898505961951437","36","0.00015898505961951437","0","0.00015898505961951437","0.00015898505961951437","150:0.0035148640358944883;148:0.0014203200716229325","150:68;148:68","150:0.001415684797496819;148:0.0014787793679241212","0.0047607421875","Yes"
"150","159.48789486865894","103.32947670091303","0.014404296875","0.01708984375","0.01171875","2584","0.0003169064748271672","36","0.0003169064748271672","0","0.0003169064748271672","0.0003169064748271672","149:0.0035148640358944883;151:0.003540365638914106","149:68;151:68","149:0.001415684797496819;151:0.0034041258413704256","0.014404296875","Yes"
"151","196.34113010893176","67.55834548665905","0.0078125","0.0068359375","0.0087890625","2584","0.0003388323372557014","36","0.0003388323372557014","0","0.0003388323372557014","0.0003388323372557014","138:0.0027432161191184024;152:0.023700773662398117;150:0.003540365638914106","138:68;152:68;150:68","138:0.0027016245246155313;152:0.030767275930801363;150:0.0034041258413704256","0.0078125","Yes"
"152","266.3684026537472","134.43641977777","0.028076171875","0.02490234375","0.03125","2584","0.00019174849351832353","36","0.00019174849351832353","0","0.00019174849351832353","0.00019174849351832353","151:0.023700773662398117;153:0.0034240695191449233","151:68;153:68","151:0.030767275930801363;153:0.0028662768993019117","0.028076171875","Yes"
"153","159.88360673529596","172.6533454699137","0.00390625","0.0048828125","0.0029296875","2584","0.00040587609291517686","36","0.00040587609291517686","0","0.00040587609291517686","0.00040587609291517686","152:0.0034240695191449233;154:0.004583696290543587","152:68;154:68","152:0.0028662768993019117;154:0.004583314568002594","0.00390625","Yes"
"154","233.29328608307327","20.390712124713566","0.010498046875","0.011962890625","0.009033203125","2584","0.0005060422197626501","36","0.0005060422197626501","0","0.0005060422197626501","0.0005060422197626501","153:0.004583696290543587;155:0.0023318775538658243","153:68;155:68","153:0.004583314568002594;155:0.0022392441941034846","0.010498046875","Yes"
"155","326.6122357225311","146.6322735446793","0.0057373046875","0.0048828125","0.006591796875","2584","0.0002709887585448518","36","0.0002709887585448518","0","0.0002709887585448518","0.0002709887585448518","139:0.0020216945573086342;154:0.0023318775538658243","139:80;154:68","139:0.0018465011598325365;154:0.0022392441941034846","0.0057373046875","Yes"
